slang,formal,In-dictionary,context,category1,category2,category3
prawatan,perawatan,1,"9 ?@algaeslovania_premiumskincare1 #UTK WAJAH JGN ASAL PILIH YAH,, ALGAE SLOVENIA CREAM WAJAH YG BERKWALITAS DIJAMIN AMAN DAN JELAS ASAL USULNYA,, RACIKAN DOKTER DR SINGAPORE,, BKN ASAL CREAM PRWTN,,, AKU SENDIRI JG PAKE LOH,, RIBUAN CUST AK JUGA UDH PADA PAKE,, BYK YG UDH NGEBUKTIIN HASILNYA. TERBUKTI DARI TESTIMONI NYA,, CEK IG AKU YAH,, TESTIMONI ASLI DR CUST AK SENDIRI... PILIHAN PRAWATAN WAJAH TERBAIK ,ALGAE SLOVENIA PREMIUM SKINCARE BUKTI NYATA. UTK INFO LBH LENGKAP follow @algaeslovania_premiumskincare1 and info lebih lengkap add my pin 5e3e04f5
WA:081210238087",abreviasi,0,0
mkin,makin,1,Mkin cntk sj,abreviasi,0,0
dimao,dimau,0,"7 ?@algaeslovania_premiumskincare1 #PEREMPUAN MANA YG GAK MO CANTIK,, PNYA WAJAH KINCLONG SEHAT DAN BERSERI.. TERKADANG UANG GAK MENJADI MSLH ASALKAN DAPAT YANG DIMAO.. TAPI GAK HRS JUTAAN RUPIAH KLO CM UTK DAPETIN WJH SEHAT KINCLONG DAN TERAWAT... INI LOH CREAM TERBAIK YANG PANTES DIJADIIN PILIHAN .. CREAM PRWTN RACIKAN DOKTER DR SINGAPORE. ALGAE SLOVENIA PREMIUM SKINCARE,, AKU UDAH CARI CREAM YG OKE ITU SUSAH LOH,, APALAGI YG TERBUKTI KWALITAS NY , SEBAGAI BUKTI RIBUAN CUSTUMER AKU UDA PD PAKE DAN SILAHKN CEK TESTI NYA DL, CEK IG AK AJHA UTK INFO LEBIH LENGKAP ADD PIN 5E3E04F5 @algaeslovania_premiumskincare1
WA:081210238087",modifikasi vokal,0,0
dijadiin,dijadikan,0,"7 ?@algaeslovania_premiumskincare1 #PEREMPUAN MANA YG GAK MO CANTIK,, PNYA WAJAH KINCLONG SEHAT DAN BERSERI.. TERKADANG UANG GAK MENJADI MSLH ASALKAN DAPAT YANG DIMAO.. TAPI GAK HRS JUTAAN RUPIAH KLO CM UTK DAPETIN WJH SEHAT KINCLONG DAN TERAWAT... INI LOH CREAM TERBAIK YANG PANTES DIJADIIN PILIHAN .. CREAM PRWTN RACIKAN DOKTER DR SINGAPORE. ALGAE SLOVENIA PREMIUM SKINCARE,, AKU UDAH CARI CREAM YG OKE ITU SUSAH LOH,, APALAGI YG TERBUKTI KWALITAS NY , SEBAGAI BUKTI RIBUAN CUSTUMER AKU UDA PD PAKE DAN SILAHKN CEK TESTI NYA DL, CEK IG AK AJHA UTK INFO LEBIH LENGKAP ADD PIN 5E3E04F5 @algaeslovania_premiumskincare1
WA:081210238087",afiksasi,0,0
silahkn,silakan,1,"7 ?@algaeslovania_premiumskincare1 #PEREMPUAN MANA YG GAK MO CANTIK,, PNYA WAJAH KINCLONG SEHAT DAN BERSERI.. TERKADANG UANG GAK MENJADI MSLH ASALKAN DAPAT YANG DIMAO.. TAPI GAK HRS JUTAAN RUPIAH KLO CM UTK DAPETIN WJH SEHAT KINCLONG DAN TERAWAT... INI LOH CREAM TERBAIK YANG PANTES DIJADIIN PILIHAN .. CREAM PRWTN RACIKAN DOKTER DR SINGAPORE. ALGAE SLOVENIA PREMIUM SKINCARE,, AKU UDAH CARI CREAM YG OKE ITU SUSAH LOH,, APALAGI YG TERBUKTI KWALITAS NY , SEBAGAI BUKTI RIBUAN CUSTUMER AKU UDA PD PAKE DAN SILAHKN CEK TESTI NYA DL, CEK IG AK AJHA UTK INFO LEBIH LENGKAP ADD PIN 5E3E04F5 @algaeslovania_premiumskincare1
WA:081210238087",abreviasi,0,0
kasiatnya,khasiatnya,0,"? ? ? ? Langkah ? AMAN TANPA EFEKSAMPING, terbukti dan terjamin kasiatnya lirik yuk langsung saja invite BBM ; D327B6D7 whats app : 081222798256 Add line @eau2931e . Yuk order :) ?  O?KIR ? ?R??? BESAR BESARAN ?",zeroisasi,0,0
"minyak""an",minyak-minyakan,0,"Udah coba banyak produk kaya cream atau minyak""an gitu tapi selalu ga ada hasil? Setelah coba pake alat pembesar payudara dari@DR.FAUZI_HERBAL.THERAPY malah bikin kaget dari 32 jadi 35E cup nih? Salut bgt alatnya gak nipu? Hub?D04E19DC",reduplikasi,0,0
suksess,sukses,1,Suksess slalu. Ka,elongasi,0,0
prodak,produk,1,"Ga nyangka , tinggi ku nambah 6cm dalam waktu 15 hari , widih mantap abis prodak dari@DR.FIRZA_HEALTHY.HERBAL . bener bener deh prodak nya sangat ampuh banget , ga nyesel aku konsultasi sama@DR.FIRZA_HEALTHY.HERBAL  ga sia sia deh dengan hasil nya yang memuaskan . thanks banget ya@DR.FIRZA_HEALTHY.HERBAL",modifikasi vokal,0,0
trasa,terasa,1,"Luar biasa kak @cita_citata aku trasa minpi bner2 gak nyangka produknya, padahal awalnya aku gak percaya kalo produk dari@dr.anita.herbal bisa mutihin kulit aku, kini kulit ak jadi lebih putih dan gak kusam lagi ka :)",zeroisasi,0,0
minpi,mimpi,1,"Luar biasa kak @cita_citata aku trasa minpi bner2 gak nyangka produknya, padahal awalnya aku gak percaya kalo produk dari@dr.anita.herbal bisa mutihin kulit aku, kini kulit ak jadi lebih putih dan gak kusam lagi ka :)",salah ketik,0,0
bner2,benar-benar,1,"Luar biasa kak @cita_citata aku trasa minpi bner2 gak nyangka produknya, padahal awalnya aku gak percaya kalo produk dari@dr.anita.herbal bisa mutihin kulit aku, kini kulit ak jadi lebih putih dan gak kusam lagi ka :)",abreviasi,reduplikasi,0
mutihin,memutihkan,1,"Luar biasa kak @cita_citata aku trasa minpi bner2 gak nyangka produknya, padahal awalnya aku gak percaya kalo produk dari@dr.anita.herbal bisa mutihin kulit aku, kini kulit ak jadi lebih putih dan gak kusam lagi ka :)",afiksasi,0,0
smster,semester,1,"Wah 20th udh jd drg, 20th msh smster 4 @anikaindah22 @ahadaov",abreviasi,0,0
kmren,kemarin,1,"@nisachusna emang yo beb baru 20 th, aku kan dah bilang uga kmren",abreviasi,modifikasi vokal,0
ucull,lucu,1,Ucull @vilaafr,metatesis,elongasi,0
"ngomong""",ngomong-ngomong,1,"Beda dikit wkwk, ngomong"" mau lah nad @nadavaar",abreviasi,0,0
udehh,sudah,1,"Kakak nya iqbaal nih @titik_stfatimah 20y.o udehh sarjana, pacarannya nya dari sma sampe skrang sosweet mulu",zeroisasi,modifikasi vokal,elongasi
syngnya,sayangnya,0,ka klo pke hijab cntik tau syngnya non muslim,abreviasi,0,0
dipermainin,dipermainkan,0,"Sedih, islam suka dipermainin cuma buat peran.",afiksasi,0,0
kocakkk,kocak,1,Kocakkk Kristen pake hijabb dasarrr mempermainkan agama Islam ajaaa nih...!!!!!,elongasi,0,0
dasarrr,dasar,1,Kocakkk Kristen pake hijabb dasarrr mempermainkan agama Islam ajaaa nih...!!!!!,elongasi,0,0
waaaaw,wow,1,Waaaaw cantik bngt ka @jscmila ???,elongasi,modifikasi vokal,0
cannnnntikkkkkkk,cantik,1,"Kk @jscmila klau pakai jilbab cannnnntikkkkkkk bangettt , mukax kayak bercahaya gitu",elongasi,0,0
mukax,mukanya,0,"Kk @jscmila klau pakai jilbab cannnnntikkkkkkk bangettt , mukax kayak bercahaya gitu",word-value letter,0,0
cantikx,cantiknya,0,cantikx....,word-value letter,0,0
fatanik,fanatik,1,Fatanik bngt mba @namira_maniz.22 jgn terlalu fanatik bisa ketulah loh hahah,metatesis,0,0
protestin,protestan,1,bukanya kak mila dan Kevin Kristen protestin,salah ketik,0,0
kakau,kalau,1,Bkn kristen protestin tapi kristen protestan marnoaja651.Tapi kakau yg aku tahu kk mila itu katolik kan?,salah ketik,0,0
marh,marah,1,Slh marh nya kk mila islam lu kristen hii kasihan dia memang islam malu @theofilia_monica_parera,abreviasi,0,0
emngnya,memangnya,0,Emngnya kak Mila Islam?,abreviasi,0,0
cantiknyaa,cantiknya,0,"Jelek wak kakak pakek jilbab , cantiknyaa itu natural kak",elongasi,0,0
darpada,daripada,1,"Cantik klo pke hijab,darpada enggak",abreviasi,0,0
cooooooocok,cocok,1,Kak cooooooocok klw pkk hijab kak mila,elongasi,0,0
pkk,pakai,1,Kak cooooooocok klw pkk hijab kak mila,abreviasi,0,0
sling,saling,1,Jgn terpengaruh dengan komentarnya mereka ka tetap berpeganggang selalu di agama nya kaka ya... kaka bagus sling peduli sesama orang beragama:),abreviasi,0,0
agama'ny,agamanya,0,"Kak jessica sebener'nya agama'ny apa ? Kok ada yg bilng kak jessica kristen tp,aq gk prcy klw kk jsc kristen setauku kk jsc org islam?",pungtuasi,0,0
bilng,bilang,1,"Kak jessica sebener'nya agama'ny apa ? Kok ada yg bilng kak jessica kristen tp,aq gk prcy klw kk jsc kristen setauku kk jsc org islam?",abreviasi,0,0
prcy,percaya,1,"Kak jessica sebener'nya agama'ny apa ? Kok ada yg bilng kak jessica kristen tp,aq gk prcy klw kk jsc kristen setauku kk jsc org islam?",abreviasi,0,0
lurusin,meluruskan,1,"Pantes lho Kak jadi islam,tapi kakak emang kris ten ya tetep lurusin agamanya ya kak",afiksasi,0,0
biri,biru,1,"Cinderella aja, kan cantik jelita, lemah lembut, penyabar, baik hati..gaun biri langit sama mahkota lucu bgt d pake arsy.. inshaAllah tumbuh jd anak yg sholeha nti nya aamiin ???????? @aurelie.hermansyah @ashanty_ash",salah ketik,0,0
luco,lucu,1,upin ipin luco loh hhe @aurelie.hermansyah @asha,modifikasi vokal,0,0
ultha,ultah,1,Kakak yang di undang ke ultha arsy siapa yang idenya ke pakai ?? @aurelie.hermansyah,salah ketik,0,0
batikk,batik,1,Batikk,elongasi,0,0
arab2,arab-arab,0,"Princess yasmin yg dari disney aja, pake baju ala ke-arab2 an gitu dan tema istananya kaya di film aladin pasti lucu deh, kan cocok sm muka arsy yg mirip arab2 gitu. Unik juga, kl karakter princess lain udah banyak yg pernah pake.",reduplikasi,0,0
luchu,lucu,1,Masha arsy cantik dan luchu pake baju masha,anaptiksis,0,0
baguss,bagus,1,mickey n minnie baguss.. ?,elongasi,0,0
sedihhh,sedih,1,@abdul_rasyidi  liat ini kak sedihhh yeee,elongasi,0,0
syang,sayang,1,be happy el syang..anak pinter @inijedar ??,abreviasi,0,0
ngasi,mengasih,1,gue pernah ngasi liat video ini gasih? sad everrr @pratama.a.r,afiksasi,0,0
naaaak,nak,1,Pengen dipeluk daddy ya el...sabar ya naaaak...?????,elongasi,0,0
astafirullah,astagfirullah,1,astafirullah wkwk @farzaff,abreviasi,0,0
peragain,peragakan,0,Pas msuk kelas gek kita peragain ya shayyy??? @iralestarii20 @karsytamaya @wandatriagustini @shintiawulandari28 @antika_29 @devasentiya @yuniprht04,afiksasi,0,0
shayyy,say,1,Pas msuk kelas gek kita peragain ya shayyy??? @iralestarii20 @karsytamaya @wandatriagustini @shintiawulandari28 @antika_29 @devasentiya @yuniprht04,anaptiksis,elongasi,0
anjaayy,anjay,0,Anjaayy @arieagha,elongasi,0,0
shay,say,1,Jangan terlalu serius shay ... Sebentar ga ada duit sebentar kaya sebentar pas pas an ... Apasih semua ini hempas datang lagi hempas datang lagi hahaha ?? @armandokomo @achelmarcela @syurirachell @gracia_wahab @mita._,anaptiksis,0,0
ngilerrrr,mengiler,1,"???ngilerrrr supercopy iphone 6s cuma 1,5jt hanya di@ucianashop",elongasi,afiksasi,0
woyyy,woy,0,@miaznr @seavhiradm woyyy ga disini jg kali ah??????,elongasi,0,0
shaaaay,say,1,Hidup jangan terlalu serius shaaaay @betgprm,anaptiksis,elongasi,0
hempaass,hempas,1,hempaass dtg lagi @saidakbaryazi21,elongasi,0,0
sayyy,say,1,@nadashfra  hempas sayyy,elongasi,0,0
shayy,say,1,"@mutiahalidrus @andi_febriani  hidup itu jgan terlalu serius shayy, sebentar dilingkas sebentar di karjo, sebentar di selumit , sebentar di sebengkok apa sih . Hempas datang lagi ???? syantiek",abreviasi,elongasi,0
syantiek,cantik,1,"@mutiahalidrus @andi_febriani  hidup itu jgan terlalu serius shayy, sebentar dilingkas sebentar di karjo, sebentar di selumit , sebentar di sebengkok apa sih . Hempas datang lagi ???? syantiek",anaptiksis,subtitusi,0
njay,anjay,0,@mindillaga_25  njay hehh ??,abreviasi,0,0
hehh,eh,1,@mindillaga_25  njay hehh ??,elongasi,anaptiksis,0
cantik2,cantik-cantik,0,mas @mumu0683 idolanya nih...cantik2 banget deh,reduplikasi,0,0
kam,kamu,1,@caturjurgen kuat kam liat ini?,abreviasi,0,0
ingeet,ingat,1,"Ingeet, waktu kondangan tempat mantan kan??? @hanumdelfitaa",modifikasi vokal,elongasi,0
sblh,sebelah,1,Oia lu sblh kiri gw sblh kanan ya?mau photoshoot tuh waktu itu? @chykaals,abreviasi,0,0
nawarin,menawari,1,@claudoci GAG USAH NAWARIN -__-,afiksasi,0,0
amiiiiin,amin,1,Amiiiiin amin @yaumilhusna,elongasi,0,0
jauhhh,jauh,1,"Cantikan @raisa6690 jauhhh, padahal pose udh monyong & rambut disanggul ?",elongasi,0,0
waaahhh,wah,1,Waaahhh @strengrh ??,elongasi,0,0
ajakin,mengajak,1,@thatitocctavia kapan kita foto bareng lagi kayak gini? Sekalian nyanyi bareng yah ? jangan lupa ajakin @permatasariayu_ ntar kalo gak di ajak gondok,afiksasi,0,0
mntn,mantan,1,Mntn terindah tetap dlm jiwa @karuniamukti ?,abreviasi,0,0
ade,adek,1,Ade pusing liatnya @ginadwiwahyuni,zeroisasi,0,0
luhhh,lu,1,Ihhh tau aje luhhh nyet @ayleenaurelia,anaptiksis,elongasi,0
yooookkk,yuk,1,@yowendru @catherinayw lanjut senam yooookkk. Huuuu haaa huuu haaaa,modifikasi vokal,elongasi,0
jrnk,jarang,1,Kok kyk tampangmu jrnk @jessica_riyanti,abreviasi,0,0
"jelas""",jelas-jelas,0,"Jelas"" itu cow kayax km @hakimjailz",reduplikasi,0,0
kayax,kayak,1,"Jelas"" itu cow kayax km @hakimjailz",subtitusi,0,0
dblkng,dibelakang,0,"Jelas"" itu cow kayax km @hakimjailz",abreviasi,0,0
anjirr,anjir,1,@aliyanajla_ anjirr wkwk,elongasi,0,0
mirippp,mirip,1,mirippp sangattt ???? @grace.trisya  @shaneb353,elongasi,0,0
sangattt,sangat,1,mirippp sangattt ???? @grace.trisya  @shaneb353,elongasi,0,0
iyap,iya,1,Iyap @jaquelinekasna,anaptiksis,0,0
mayann,lumayan,1,@jaquelinekasna mayann mayan,abreviasi,elongasi,0
autuhh,tau tuh,0,Autuhh @livia_margaretha11,akronim,elongasi,0
atutt,takut,1,Atutt wkwk @livia_margaretha11,subtitusi,0,0
ketara,tertara,1,Editan ketara bgt tapi cantik kok ?,afiksasi,0,0
giniii,begini,1,@annasyaalika kek giniii looo,abreviasi,elongasi,0
mbaaass,mbak,1,Mirip El.... cantik bgt mbaaass,elongasi,salah ketik,0
bund,bunda,1,nike ardila??? sekilas bund ??,abreviasi,0,0
bangeeettt,banget,1,Alisnya g dicukur kok tetep cantik bangeeettt,elongasi,0,0
almh,almarhumah,1,Bun mirip almh nike ardila,abreviasi,0,0
temenkuuh,temanku,0,Mirip temenkuuh..,elongasi,anaptiksis,0
suami'y,suaminya,0,Mirip suami'y...,pungtuasi,0,0
bngeeeetttt,banget,1,Nike ardila bngeeeetttt,elongasi,abreviasi,0
entr,entar,1,Emg dasar y cantik dr lahir.beda sm yg satu y cantik pakai dempul or make up entr tua kyax ap ea,abreviasi,0,0
kyax,kayak,1,Emg dasar y cantik dr lahir.beda sm yg satu y cantik pakai dempul or make up entr tua kyax ap ea,abreviasi,subtitusi,0
cuantikkk,cantik,1,Cuantikkk,anaptiksis,elongasi,0
mksdnya,maksudnya,0,Cleopatra mksdnya:'(,abreviasi,0,0
kaaaaaaaaaakkkkkkkkkkk,kak,1,Molly kaaaaaaaaaakkkkkkkkkkk,elongasi,0,0
kucing'y,kucingnya,0,"Klo anak kucing'y jantan nama'in nurhalil, panggilan'ya ALIL.. klo anak kucing'y betina nama'in putri, panggilan'y APUT.. heeee #kereen gak ka @raditya_dika",pungtuasi,0,0
nama'in,namai,0,"Klo anak kucing'y jantan nama'in nurhalil, panggilan'ya ALIL.. klo anak kucing'y betina nama'in putri, panggilan'y APUT.. heeee #kereen gak ka @raditya_dika",pungtuasi,afiksasi,0
panggilan'ya,panggilannya,0,"Klo anak kucing'y jantan nama'in nurhalil, panggilan'ya ALIL.. klo anak kucing'y betina nama'in putri, panggilan'y APUT.. heeee #kereen gak ka @raditya_dika",pungtuasi,0,0
panggilan'y,panggilannya,0,"Klo anak kucing'y jantan nama'in nurhalil, panggilan'ya ALIL.. klo anak kucing'y betina nama'in putri, panggilan'y APUT.. heeee #kereen gak ka @raditya_dika",pungtuasi,0,0
z,saja,1,Kasih nama zero bang... Karena wajahnya bentuk topeng zero... Utk yg cwo...klo cwe zebra... Panggil z brara,word-value letter,0,0
kalw,kalau,1,Kalw beneran kayak gt gimana.,subtitusi,0,0
tips2,tips-tips,0,Mau kulit bersih cantik alami tanpa harus bolak balik ke  Kecantikan ??? Kami punya produk yg Khasiat nya bisa lebih ! Herbal Alami Tanpa Efek Samping .HALAL & BPOM :) ikuti juga tips2 kecantikan pin :598EA2AF.,reduplikasi,0,0
alu,aku,1,ka alu nge fans bgt,salah ketik,0,0
ngerrrriiii,ngeri,1,Ngerrrriiii,elongasi,0,0
ngriii,mengiri,1,ngriii amatt,afiksasi,elongasi,0
amatt,amat,1,ngriii amatt,elongasi,0,0
smpai,sampai,1,Subhanallah teh @rinanose16 .. moga hijabnya bertahan smpai akhir hayat.. meni geulis pisan atuh?,abreviasi,0,0
kox,kok,1,"akademi malam ini ,itu live atau ulangan kox gak pake jilbab mbak rina :(",subtitusi,0,0
tmbah,tambah,1,.tmbah cntikk kak rin pkee hijabnya.. ????@rinanose16,abreviasi,0,0
cntikk,cantik,1,.tmbah cntikk kak rin pkee hijabnya.. ????@rinanose16,abreviasi,elongasi,0
pkee,pakai,1,.tmbah cntikk kak rin pkee hijabnya.. ????@rinanose16,abreviasi,modifikasi vokal,elongasi
smkin,semakin,1,"Subhanallah teh rina cantiikkkk bgttt klo mengenakan hijab??Smga setelah teh rina mengenakan hijab,smkin bnyk rezeki buat teteh amiiiiinnn???",abreviasi,0,0
amiiiiinnn,amin,1,"Subhanallah teh rina cantiikkkk bgttt klo mengenakan hijab??Smga setelah teh rina mengenakan hijab,smkin bnyk rezeki buat teteh amiiiiinnn???",elongasi,0,0
bgmna,bagaimana,1,"@juliaperrezz insyaa Allah bisa mbak.. kita ndak tau bgmna nilai ssorg d hdpn Allah.. kalau Allah sayang maka Allah terus menunjukkan jalan mnuju hidayah tinggal kita yg menyambut hidayah tsb.. Allah sayang dg smua hambaNya.. semangat ya mbakyuu.. semoga segera kukuh niat baiknya ? mbak @rinanose16 selamat nggih.. semoga semakin mantap berhijrahnya.. senang liat mbak langsung hapus foto2 yg terbuka auratnya, selamat menikmati proses hijrah yg lezat luar biasa.. barakallaahu fiikunna.. ?",abreviasi,0,0
ssorg,seseorang,1,"@juliaperrezz insyaa Allah bisa mbak.. kita ndak tau bgmna nilai ssorg d hdpn Allah.. kalau Allah sayang maka Allah terus menunjukkan jalan mnuju hidayah tinggal kita yg menyambut hidayah tsb.. Allah sayang dg smua hambaNya.. semangat ya mbakyuu.. semoga segera kukuh niat baiknya ? mbak @rinanose16 selamat nggih.. semoga semakin mantap berhijrahnya.. senang liat mbak langsung hapus foto2 yg terbuka auratnya, selamat menikmati proses hijrah yg lezat luar biasa.. barakallaahu fiikunna.. ?",abreviasi,0,0
hdpn,hadapan,0,"@juliaperrezz insyaa Allah bisa mbak.. kita ndak tau bgmna nilai ssorg d hdpn Allah.. kalau Allah sayang maka Allah terus menunjukkan jalan mnuju hidayah tinggal kita yg menyambut hidayah tsb.. Allah sayang dg smua hambaNya.. semangat ya mbakyuu.. semoga segera kukuh niat baiknya ? mbak @rinanose16 selamat nggih.. semoga semakin mantap berhijrahnya.. senang liat mbak langsung hapus foto2 yg terbuka auratnya, selamat menikmati proses hijrah yg lezat luar biasa.. barakallaahu fiikunna.. ?",abreviasi,0,0
foto2,foto-foto,0,"@juliaperrezz insyaa Allah bisa mbak.. kita ndak tau bgmna nilai ssorg d hdpn Allah.. kalau Allah sayang maka Allah terus menunjukkan jalan mnuju hidayah tinggal kita yg menyambut hidayah tsb.. Allah sayang dg smua hambaNya.. semangat ya mbakyuu.. semoga segera kukuh niat baiknya ? mbak @rinanose16 selamat nggih.. semoga semakin mantap berhijrahnya.. senang liat mbak langsung hapus foto2 yg terbuka auratnya, selamat menikmati proses hijrah yg lezat luar biasa.. barakallaahu fiikunna.. ?",reduplikasi,0,0
mnambh,menambah,1,"MashaAllah, selamat ya teteh @rinanose16, semoga dg berhijabnya smakin mnambh ktaatan pd Allah, dijauhkan dr panasnya api neraka, didekatkan dg jodohnya...Amin. Kudukung perjuanganmu memakai hijab, keep istiqomah fisabilillah!",abreviasi,0,0
ktaatan,ketaatan,1,"MashaAllah, selamat ya teteh @rinanose16, semoga dg berhijabnya smakin mnambh ktaatan pd Allah, dijauhkan dr panasnya api neraka, didekatkan dg jodohnya...Amin. Kudukung perjuanganmu memakai hijab, keep istiqomah fisabilillah!",abreviasi,0,0
stju,setuju,1,Ka rina putus dengan  fakhrul apa karena keluarga ka fakhrul ga stju krna belum memakai hijab @rinanose16,abreviasi,0,0
cantikkkkkk,cantik,1,Cantikkkkkk. Semoga ga akan dilepas2 jilbabnya @rinanose16.,elongasi,0,0
dilepas2,dilepas-lepas,0,Cantikkkkkk. Semoga ga akan dilepas2 jilbabnya @rinanose16.,reduplikasi,0,0
tehhh,teh,1,Bismillah yaa tehhh semoga Istiqomahhh tehhhh,elongasi,0,0
istiqomahhh,istikamah,1,Bismillah yaa tehhh semoga Istiqomahhh tehhhh,subtitusi,elongasi,0
tehhhh,teh,1,Bismillah yaa tehhh semoga Istiqomahhh tehhhh,elongasi,0,0
prodaknya,produknya,0,"SETELAH AKU KONSULTASI SAMA@CARASEHATID SEKARANG KEPUTIHAN AKU UDAH ENGGA ADA , POKONYA BEST BANGET DEH PRODAKNYA AMAN BGT.. GA ADA EFEK SAMPING DAN KETERGANTUNGAN, KRN PRODUK ORGANIK/ALAMI. UDAH DAPAT SERTIFIKAT BPOM DAN HALAL MUI JUGA (Y)  BBM 5FB2512C.",modifikasi vokal,0,0
imutt,imut,0,"@mhellena2 alhamdulillah , tapi yang ini lebih imutt",elongasi,0,0
